<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ICE.BRN;D;20180102;000000;66.5500000;67.2900000;66.2400000;66.5700000;108458
ICE.BRN;D;20180103;000000;66.5400000;68.0300000;66.4000000;67.8400000;138501
ICE.BRN;D;20180104;000000;67.8900000;68.2700000;67.6200000;68.0700000;135444
ICE.BRN;D;20180105;000000;67.9700000;68.1100000;67.2600000;67.6200000;105464
ICE.BRN;D;20180107;000000;67.8000000;67.8700000;67.7700000;67.7900000;239
ICE.BRN;D;20180108;000000;67.7800000;67.9900000;67.4400000;67.7800000;101873
ICE.BRN;D;20180109;000000;68.0000000;69.2900000;67.7000000;68.8200000;161832
ICE.BRN;D;20180110;000000;69.1200000;69.3700000;68.7500000;69.2000000;142954
ICE.BRN;D;20180111;000000;69.1500000;70.0500000;69.0000000;69.2600000;171282
ICE.BRN;D;20180112;000000;69.1500000;69.9300000;68.5900000;69.8700000;157523
ICE.BRN;D;20180114;000000;69.8800000;69.9100000;69.6700000;69.7200000;264
ICE.BRN;D;20180115;000000;69.7300000;70.3700000;69.5500000;70.2600000;88489
ICE.BRN;D;20180116;000000;70.0500000;70.1300000;68.8300000;69.1500000;171742
ICE.BRN;D;20180117;000000;69.3500000;69.5900000;68.5500000;69.3800000;149880
ICE.BRN;D;20180118;000000;69.5300000;69.6300000;68.8000000;69.3100000;126901
ICE.BRN;D;20180119;000000;69.0100000;69.0800000;68.2800000;68.6100000;160192
ICE.BRN;D;20180121;000000;68.8000000;68.8100000;68.5600000;68.7400000;656
ICE.BRN;D;20180122;000000;68.7600000;69.5100000;68.3900000;69.0300000;133983
ICE.BRN;D;20180123;000000;69.1700000;70.2400000;69.1200000;69.9600000;143806
ICE.BRN;D;20180124;000000;69.9700000;70.9400000;69.5400000;70.5300000;140504
ICE.BRN;D;20180125;000000;70.9500000;71.2800000;69.5800000;69.9700000;136169
ICE.BRN;D;20180126;000000;69.6900000;70.4400000;69.6200000;70.1500000;76120
ICE.BRN;D;20180128;000000;70.1800000;70.1800000;69.9900000;70.1000000;335
ICE.BRN;D;20180129;000000;70.0900000;70.2700000;68.7500000;69.2000000;130211
ICE.BRN;D;20180130;000000;69.0100000;69.1000000;68.0000000;68.5200000;172466
ICE.BRN;D;20180131;000000;67.9900000;69.0000000;67.8100000;68.8900000;166831
ICE.BRN;D;20180201;000000;68.9600000;69.9700000;68.8100000;69.6500000;154932
