<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNYCB;D;20191022;000000;9.0203900;9.0203900;9.0203900;9.0203900;0
CNYCB;D;20191023;000000;8.9852600;8.9852600;8.9852600;8.9852600;0
CNYCB;D;20191024;000000;9.0183900;9.0183900;9.0183900;9.0183900;0
CNYCB;D;20191025;000000;9.0325300;9.0325300;9.0325300;9.0325300;0
CNYCB;D;20191026;000000;9.0500600;9.0500600;9.0500600;9.0500600;0
CNYCB;D;20191029;000000;9.0448200;9.0448200;9.0448200;9.0448200;0
CNYCB;D;20191030;000000;9.0363700;9.0363700;9.0363700;9.0363700;0
CNYCB;D;20191031;000000;9.0486300;9.0486300;9.0486300;9.0486300;0
CNYCB;D;20191101;000000;9.0651000;9.0651000;9.0651000;9.0651000;0
CNYCB;D;20191102;000000;9.0981100;9.0981100;9.0981100;9.0981100;0
CNYCB;D;20191106;000000;9.0367200;9.0367200;9.0367200;9.0367200;0
CNYCB;D;20191107;000000;9.0851700;9.0851700;9.0851700;9.0851700;0
CNYCB;D;20191108;000000;9.1189800;9.1189800;9.1189800;9.1189800;0
CNYCB;D;20191109;000000;9.1195900;9.1195900;9.1195900;9.1195900;0
CNYCB;D;20191112;000000;9.1213100;9.1213100;9.1213100;9.1213100;0
CNYCB;D;20191113;000000;9.1175600;9.1175600;9.1175600;9.1175600;0
CNYCB;D;20191114;000000;9.1503800;9.1503800;9.1503800;9.1503800;0
CNYCB;D;20191115;000000;9.1467400;9.1467400;9.1467400;9.1467400;0
CNYCB;D;20191116;000000;9.1109900;9.1109900;9.1109900;9.1109900;0
CNYCB;D;20191119;000000;9.0916400;9.0916400;9.0916400;9.0916400;0
CNYCB;D;20191120;000000;9.0796900;9.0796900;9.0796900;9.0796900;0
CNYCB;D;20191121;000000;9.0982000;9.0982000;9.0982000;9.0982000;0
CNYCB;D;20191122;000000;9.0718300;9.0718300;9.0718300;9.0718300;0
CNYCB;D;20191123;000000;9.0553900;9.0553900;9.0553900;9.0553900;0
CNYCB;D;20191126;000000;9.0673900;9.0673900;9.0673900;9.0673900;0
CNYCB;D;20191127;000000;9.0990900;9.0990900;9.0990900;9.0990900;0
CNYCB;D;20191128;000000;9.1046800;9.1046800;9.1046800;9.1046800;0
CNYCB;D;20191129;000000;9.1146400;9.1146400;9.1146400;9.1146400;0
CNYCB;D;20191130;000000;9.1194800;9.1194800;9.1194800;9.1194800;0
CNYCB;D;20191203;000000;9.1433900;9.1433900;9.1433900;9.1433900;0
CNYCB;D;20191204;000000;9.1021500;9.1021500;9.1021500;9.1021500;0
CNYCB;D;20191205;000000;9.0800200;9.0800200;9.0800200;9.0800200;0
CNYCB;D;20191206;000000;9.0608100;9.0608100;9.0608100;9.0608100;0
CNYCB;D;20191207;000000;9.0583900;9.0583900;9.0583900;9.0583900;0
CNYCB;D;20191210;000000;9.0509900;9.0509900;9.0509900;9.0509900;0
CNYCB;D;20191211;000000;9.0333900;9.0333900;9.0333900;9.0333900;0
CNYCB;D;20191212;000000;9.0305700;9.0305700;9.0305700;9.0305700;0
CNYCB;D;20191213;000000;8.9897300;8.9897300;8.9897300;8.9897300;0
CNYCB;D;20191214;000000;8.9560500;8.9560500;8.9560500;8.9560500;0
CNYCB;D;20191217;000000;8.9625900;8.9625900;8.9625900;8.9625900;0
CNYCB;D;20191218;000000;8.9297800;8.9297800;8.9297800;8.9297800;0
CNYCB;D;20191219;000000;8.9407000;8.9407000;8.9407000;8.9407000;0
CNYCB;D;20191220;000000;8.9228000;8.9228000;8.9228000;8.9228000;0
CNYCB;D;20191221;000000;8.9003000;8.9003000;8.9003000;8.9003000;0
CNYCB;D;20191224;000000;8.8763600;8.8763600;8.8763600;8.8763600;0
CNYCB;D;20191225;000000;8.8711600;8.8711600;8.8711600;8.8711600;0
CNYCB;D;20191226;000000;8.8384700;8.8384700;8.8384700;8.8384700;0
CNYCB;D;20191227;000000;8.8255800;8.8255800;8.8255800;8.8255800;0
CNYCB;D;20191228;000000;8.8624000;8.8624000;8.8624000;8.8624000;0
CNYCB;D;20191231;000000;8.8593700;8.8593700;8.8593700;8.8593700;0
CNYCB;D;20200101;000000;8.8869600;8.8869600;8.8869600;8.8869600;0
CNYCB;D;20200110;000000;8.8349300;8.8349300;8.8349300;8.8349300;0
CNYCB;D;20200111;000000;8.8397800;8.8397800;8.8397800;8.8397800;0
CNYCB;D;20200114;000000;8.8400000;8.8400000;8.8400000;8.8400000;0
CNYCB;D;20200115;000000;8.9197100;8.9197100;8.9197100;8.9197100;0
CNYCB;D;20200116;000000;8.9202400;8.9202400;8.9202400;8.9202400;0
CNYCB;D;20200117;000000;8.9421500;8.9421500;8.9421500;8.9421500;0
CNYCB;D;20200118;000000;8.9710500;8.9710500;8.9710500;8.9710500;0
CNYCB;D;20200121;000000;8.9586600;8.9586600;8.9586600;8.9586600;0
CNYCB;D;20200122;000000;8.9551800;8.9551800;8.9551800;8.9551800;0
CNYCB;D;20200123;000000;8.9583800;8.9583800;8.9583800;8.9583800;0
CNYCB;D;20200124;000000;8.9390900;8.9390900;8.9390900;8.9390900;0
CNYCB;D;20200125;000000;8.9095800;8.9095800;8.9095800;8.9095800;0
CNYCB;D;20200128;000000;8.9866900;8.9866900;8.9866900;8.9866900;0
CNYCB;D;20200129;000000;9.0576100;9.0576100;9.0576100;9.0576100;0
CNYCB;D;20200130;000000;8.9946800;8.9946800;8.9946800;8.9946800;0
CNYCB;D;20200131;000000;9.0873000;9.0873000;9.0873000;9.0873000;0
CNYCB;D;20200201;000000;9.1020900;9.1020900;9.1020900;9.1020900;0
CNYCB;D;20200204;000000;9.0973800;9.0973800;9.0973800;9.0973800;0
CNYCB;D;20200205;000000;9.0744700;9.0744700;9.0744700;9.0744700;0
CNYCB;D;20200206;000000;9.0248900;9.0248900;9.0248900;9.0248900;0
CNYCB;D;20200207;000000;9.0095800;9.0095800;9.0095800;9.0095800;0
CNYCB;D;20200208;000000;9.0859900;9.0859900;9.0859900;9.0859900;0
CNYCB;D;20200211;000000;9.1299400;9.1299400;9.1299400;9.1299400;0
CNYCB;D;20200212;000000;9.1654200;9.1654200;9.1654200;9.1654200;0
CNYCB;D;20200213;000000;9.0418500;9.0418500;9.0418500;9.0418500;0
CNYCB;D;20200214;000000;9.1115900;9.1115900;9.1115900;9.1115900;0
CNYCB;D;20200215;000000;9.0909000;9.0909000;9.0909000;9.0909000;0
CNYCB;D;20200218;000000;9.0694700;9.0694700;9.0694700;9.0694700;0
CNYCB;D;20200219;000000;9.1037300;9.1037300;9.1037300;9.1037300;0
CNYCB;D;20200220;000000;9.1062500;9.1062500;9.1062500;9.1062500;0
CNYCB;D;20200221;000000;9.0848800;9.0848800;9.0848800;9.0848800;0
CNYCB;D;20200222;000000;9.1357100;9.1357100;9.1357100;9.1357100;0
CNYCB;D;20200226;000000;9.2531900;9.2531900;9.2531900;9.2531900;0
CNYCB;D;20200227;000000;9.3359300;9.3359300;9.3359300;9.3359300;0
CNYCB;D;20200228;000000;9.3509100;9.3509100;9.3509100;9.3509100;0
CNYCB;D;20200229;000000;9.5834100;9.5834100;9.5834100;9.5834100;0
CNYCB;D;20200303;000000;9.5336300;9.5336300;9.5336300;9.5336300;0
CNYCB;D;20200304;000000;9.5177900;9.5177900;9.5177900;9.5177900;0
CNYCB;D;20200305;000000;9.5301700;9.5301700;9.5301700;9.5301700;0
CNYCB;D;20200306;000000;9.5339200;9.5339200;9.5339200;9.5339200;0
CNYCB;D;20200307;000000;9.7286100;9.7286100;9.7286100;9.7286100;0
CNYCB;D;20200311;000000;10.3666000;10.3666000;10.3666000;10.3666000;0
CNYCB;D;20200312;000000;10.2829000;10.2829000;10.2829000;10.2829000;0
CNYCB;D;20200313;000000;10.5985000;10.5985000;10.5985000;10.5985000;0
CNYCB;D;20200314;000000;10.4653000;10.4653000;10.4653000;10.4653000;0
CNYCB;D;20200317;000000;10.5928000;10.5928000;10.5928000;10.5928000;0
CNYCB;D;20200318;000000;10.5398000;10.5398000;10.5398000;10.5398000;0
CNYCB;D;20200319;000000;10.9906000;10.9906000;10.9906000;10.9906000;0
CNYCB;D;20200320;000000;11.3037000;11.3037000;11.3037000;11.3037000;0
CNYCB;D;20200321;000000;11.0463000;11.0463000;11.0463000;11.0463000;0
CNYCB;D;20200324;000000;11.3634000;11.3634000;11.3634000;11.3634000;0
CNYCB;D;20200325;000000;11.1405000;11.1405000;11.1405000;11.1405000;0
CNYCB;D;20200326;000000;10.9560000;10.9560000;10.9560000;10.9560000;0
CNYCB;D;20200327;000000;11.0961000;11.0961000;11.0961000;11.0961000;0
CNYCB;D;20200328;000000;10.9611000;10.9611000;10.9611000;10.9611000;0
CNYCB;D;20200407;000000;10.7725000;10.7725000;10.7725000;10.7725000;0
CNYCB;D;20200408;000000;10.6960000;10.6960000;10.6960000;10.6960000;0
CNYCB;D;20200409;000000;10.7178000;10.7178000;10.7178000;10.7178000;0
CNYCB;D;20200410;000000;10.5694000;10.5694000;10.5694000;10.5694000;0
CNYCB;D;20200411;000000;10.4826000;10.4826000;10.4826000;10.4826000;0
CNYCB;D;20200414;000000;10.4312000;10.4312000;10.4312000;10.4312000;0
CNYCB;D;20200415;000000;10.3834000;10.3834000;10.3834000;10.3834000;0
CNYCB;D;20200416;000000;10.4380000;10.4380000;10.4380000;10.4380000;0
CNYCB;D;20200417;000000;10.5615000;10.5615000;10.5615000;10.5615000;0
CNYCB;D;20200418;000000;10.4488000;10.4488000;10.4488000;10.4488000;0
CNYCB;D;20200421;000000;10.5530000;10.5530000;10.5530000;10.5530000;0
CNYCB;D;20200422;000000;10.7580000;10.7580000;10.7580000;10.7580000;0
CNYCB;D;20200423;000000;10.8759000;10.8759000;10.8759000;10.8759000;0
CNYCB;D;20200424;000000;10.6125000;10.6125000;10.6125000;10.6125000;0
CNYCB;D;20200425;000000;10.5493000;10.5493000;10.5493000;10.5493000;0
CNYCB;D;20200428;000000;10.5159000;10.5159000;10.5159000;10.5159000;0
CNYCB;D;20200429;000000;10.5250000;10.5250000;10.5250000;10.5250000;0
CNYCB;D;20200430;000000;10.4153000;10.4153000;10.4153000;10.4153000;0
CNYCB;D;20200501;000000;10.3130000;10.3130000;10.3130000;10.3130000;0
CNYCB;D;20200507;000000;10.4265000;10.4265000;10.4265000;10.4265000;0
CNYCB;D;20200508;000000;10.4508000;10.4508000;10.4508000;10.4508000;0
CNYCB;D;20200509;000000;10.4346000;10.4346000;10.4346000;10.4346000;0
CNYCB;D;20200513;000000;10.3576000;10.3576000;10.3576000;10.3576000;0
CNYCB;D;20200514;000000;10.3720000;10.3720000;10.3720000;10.3720000;0
CNYCB;D;20200515;000000;10.4206000;10.4206000;10.4206000;10.4206000;0
CNYCB;D;20200516;000000;10.3108000;10.3108000;10.3108000;10.3108000;0
CNYCB;D;20200519;000000;10.2583000;10.2583000;10.2583000;10.2583000;0
CNYCB;D;20200520;000000;10.1857000;10.1857000;10.1857000;10.1857000;0
CNYCB;D;20200521;000000;10.1791000;10.1791000;10.1791000;10.1791000;0
CNYCB;D;20200522;000000;9.9891600;9.9891600;9.9891600;9.9891600;0
CNYCB;D;20200523;000000;10.0636000;10.0636000;10.0636000;10.0636000;0
CNYCB;D;20200526;000000;10.0280000;10.0280000;10.0280000;10.0280000;0
CNYCB;D;20200527;000000;9.9694200;9.9694200;9.9694200;9.9694200;0
CNYCB;D;20200528;000000;9.9331200;9.9331200;9.9331200;9.9331200;0
CNYCB;D;20200529;000000;9.9308900;9.9308900;9.9308900;9.9308900;0
CNYCB;D;20200530;000000;9.9007900;9.9007900;9.9007900;9.9007900;0
CNYCB;D;20200602;000000;9.7732200;9.7732200;9.7732200;9.7732200;0
CNYCB;D;20200603;000000;9.7011700;9.7011700;9.7011700;9.7011700;0
CNYCB;D;20200604;000000;9.6103800;9.6103800;9.6103800;9.6103800;0
CNYCB;D;20200605;000000;9.6906800;9.6906800;9.6906800;9.6906800;0
CNYCB;D;20200606;000000;9.6844700;9.6844700;9.6844700;9.6844700;0
CNYCB;D;20200609;000000;9.6549000;9.6549000;9.6549000;9.6549000;0
CNYCB;D;20200610;000000;9.6880200;9.6880200;9.6880200;9.6880200;0
CNYCB;D;20200611;000000;9.7102300;9.7102300;9.7102300;9.7102300;0
CNYCB;D;20200612;000000;9.7762400;9.7762400;9.7762400;9.7762400;0
CNYCB;D;20200616;000000;9.9224800;9.9224800;9.9224800;9.9224800;0
CNYCB;D;20200617;000000;9.8491100;9.8491100;9.8491100;9.8491100;0
CNYCB;D;20200618;000000;9.8063900;9.8063900;9.8063900;9.8063900;0
CNYCB;D;20200619;000000;9.8316600;9.8316600;9.8316600;9.8316600;0
CNYCB;D;20200620;000000;9.8289800;9.8289800;9.8289800;9.8289800;0
CNYCB;D;20200623;000000;9.8178000;9.8178000;9.8178000;9.8178000;0
CNYCB;D;20200624;000000;9.7429200;9.7429200;9.7429200;9.7429200;0
CNYCB;D;20200625;000000;9.7302500;9.7302500;9.7302500;9.7302500;0
CNYCB;D;20200626;000000;9.8140800;9.8140800;9.8140800;9.8140800;0
CNYCB;D;20200627;000000;9.7663800;9.7663800;9.7663800;9.7663800;0
CNYCB;D;20200630;000000;9.8827800;9.8827800;9.8827800;9.8827800;0
CNYCB;D;20200701;000000;9.9580600;9.9580600;9.9580600;9.9580600;0
CNYCB;D;20200702;000000;9.9756800;9.9756800;9.9756800;9.9756800;0
CNYCB;D;20200703;000000;9.9801600;9.9801600;9.9801600;9.9801600;0
CNYCB;D;20200704;000000;9.9752200;9.9752200;9.9752200;9.9752200;0
